X,Y
-78.8125,44.7266
-78.7375,45.1172
-78.6625,44.7734
-78.7624,44.8985
-78.9125,44.7578
-78.6375,44.7734
-78.7125,44.8672
-78.6375,44.7265
-78.6625,45.2109
-78.5625,45.2265
-78.7375,45.2265
-78.3125,44.7265
-78.5375,45.1796
-78.6625,45.1953
-78.4125,45.2109
-78.2625,44.7578
-78.7124,44.7891
-78.5125,44.9766
-78.6068,44.5812
-78.8435,44.991
-78.5061,45.1642
-78.5415,45.228
-78.5179,44.5973
-78.7237,45.1327
-78.6656,44.9965
-78.6794,44.6547
-78.5577,44.8502
-78.711,45.1325
-91.8362,51.7171
-92.253,50.4796
-91.3791,53.9009
-91.0424,53.9409
-91.5651,51.5478
-89.9094,53.8227
-89.6764,53.5044
-90.8793,51.282
-92.3655,49.9721
-91.8078,50.251
-90.2311,51.2109
-91.8199,51.7305
-89.7868,53.0028
-89.5216,52.9278
-89.2445,51.2932
-91.3413,50.1508
-92.1063,51.4515
-90.3076,51.1029
-90.7947,50.7714
-91.3391,50.4161
-91.4665,53.716
-91.0731,51.5857
-92.3297,51.5277
-91.7692,50.1157
-91.3128,51.1532
-92.2731,50.5471
-91.785,50.3182
-90.2024,50.2369
-91.889,50.0764
-89.812,53.8214
-91.8643,53.8013
-91.3434,53.6487
-89.0574,51.2777
-90.9298,53.4445
-92.3051,50.2955
-90.893,50.6356
-77.016,44.8892
-78.2724,44.7268
-78.5423,44.6159
-78.752,44.8966
-78.0705,44.9738
-78.3456,44.922
-78.5308,45.0342
-78.3533,44.8907
-78.0624,45.3787
-78.6679,44.785
-77.7722,45.2613
-77.5512,44.8794
-76.882,44.9374
-77.563,44.8611
-78.7138,44.903
-77.432,44.7559
-78.4891,44.8263
-78.3612,44.5803
-77.8436,45.1605
-78.0843,45.0777
-77.7026,45.407
-76.7454,45.0296
-78.7996,44.6436
-77.5886,45.1486
-77.928,45.0684
-77.9318,44.6452
-78.6133,44.8829
-78.6569,45.0549
-77.4043,44.9996
-78.3559,44.6972
-77.9672,45.5804
-78.8816,45.1582
-78.8085,45.0758
-78.5072,45.2839
-76.9338,45.1948
-94.0006,51.7996
-93.2613,53.0936
-94.008,51.804
-93.8095,51.248
-94.1667,50.9258
-92.9124,52.1005
-92.936,50.9001
-95.1213,51.4205
-94.0222,51.1474
-93.4662,50.5889
-93.1057,50.4684
-93.9286,51.1168
-93.7418,51.0461
-93.3059,53.0665
-93.3455,50.5129
-92.8143,51.1203
-92.9575,50.7607
-92.815,50.9404
-92.8152,50.8775
-93.997,50.9723
-93.12,50.579
-93.7572,51.118
-92.7599,51.9609
-94.8423,51.4567
-93.0987,50.5134
-93.17,50.7255
-93.2187,50.5312
-94.0008,51.8085
-93.187,50.7381
-93.9646,51.8133
-92.8657,50.5942
-92.9985,52.4826
-92.5914,52.0818
-94.2614,51.271
-93.8787,51.1216
-93.4666,50.6339
-93.6992,51.4447
-92.2541,51.3905
-92.6871,54.0103
-94.0467,50.9673
-92.3472,51.1328
-92.3375,50.8359
-92.2639,51.2266
-92.3125,50.8515
-92.2824,51.3251
-92.2065,50.7311
-92.8171,50.4009
-90.1113,50.6383
-90.9125,50.4453
-91.3625,50.1016
-91.5972,51.7734
-90.9862,51.3672
-90.8875,50.6797
-90.6375,50.7891
-92.3125,49.9765
-90.1806,51.5078
-90.8626,50.7891
-91.9583,51.2266
-91.7361,51.4297
-91.6875,50.3047
-91.6125,50.1485
-92.0125,50.1641
-89.9028,53.8203
-89.4305,52.086
-91.8375,50.2109
-91.6124,50.1953
-91.6875,50.3047
-90.1806,51.4609
-92.1376,50.0859
-90.7639,52.086
-91.3472,51.1953
-91.9625,50.0547
-90.2317,51.2244
-91.8418,51.7262
-90.9617,51.4939
-89.3003,53.7999
-91.2085,52.9006
-90.5199,51.4044
-91.5376,51.952
-89.7083,53.0109
-90.987,53.823
-92.0787,50.5277
-90.2301,51.227
-91.9525,50.6184
-90.4767,50.8818
-92.0247,51.6334
-92.1599,50.4816
-91.9034,50.4228
-90.6125,49.539
-90.0375,50.1171
-90.0902,50.1217
-90.1084,50.1447
-89.7125,50.539
-89.7875,50.6796
-89.3125,49.9766
-88.9375,50.2891
-89.6875,49.8515
-89.2626,49.7735
-89.0376,50.3046
-89.6874,50.2109
-89.6625,50.5703
-88.4125,50.3047
-89.0375,50.2891
-89.4874,50.2734
-88.8875,50.2891
-89.1374,50.1484
-89.0376,50.3046
-89.1121,49.7972
-88.9267,50.3761
-89.0501,50.302
-89.8232,50.857
-89.685,50.6039
-89.6129,50.0658
-89.19,50.2904
-89.7779,50.2599
-88.9653,49.7773
-89.6125,48.3985
-90.0374,48.2266
-89.5626,48.2578
-89.0625,48.5078
-90.2624,49.8047
-89.8125,48.6953
-90.8125,48.664
-89.4375,48.8359
-90.3375,48.9609
-90.2124,49.7266
-90.3876,48.6641
-90.8375,48.3985
-90.2625,48.7266
-89.2625,48.3516
-88.6125,48.6016
-90.2624,48.5391
-89.1875,48.5234
-89.3375,48.1172
-90.3375,48.9766
-89.4125,48.3984
-89.4125,48.3984
-90.0375,48.8985
-89.4375,48.3985
-90.2625,48.6641
-89.1875,49.7109
-89.4875,48.3828
-90.3125,48.961
-89.5375,48.3985
-89.6874,48.5547
-89.5375,49.3672
-89.3375,48.5391
-89.2625,48.3516
-89.5376,48.289
-90.3375,48.6171
-90.0625,49.1484
-90.7875,48.3515
-89.3125,48.5703
-89.6126,48.4297
-89.3875,48.3672
-88.5874,48.7422
-90.0875,49.711
-90.0125,49.6016
-90.8625,49.1797
-90.0875,49.6485
-88.7625,48.5703
-90.6124,48.2266
-89.6125,48.0078
-88.9126,48.6172
-89.8624,48.7422
-89.9375,49.5859
-89.1125,48.4922
-89.5375,48.3985
-89.4625,48.3672
-89.6875,49.6484
-89.4125,48.1172
-89.2874,48.3516
-83.8442,47.5501
-82.6512,48.4912
-82.1343,47.1479
-82.3044,47.092
-82.9653,47.5056
-83.71,47.5264
-83.5128,47.8458
-82.179,47.6738
-83.1115,48.0024
-83.2849,47.5266
-82.7421,47.5811
-83.4969,47.9316
-82.5135,47.2649
-83.7877,47.8619
-83.0562,47.2835
-83.4404,47.8699
-83.8009,48.1325
-84.0351,48.1544
-82.4698,47.5948
-82.339,48.2028
-82.0082,47.1085
-82.0734,47.0719
-82.7308,48.2514
-84.1679,48.0633
-76.6515,44.6304
-76.9524,44.5806
-76.8382,44.5555
-76.6782,44.684
-76.5117,44.5873
-77.2106,44.7469
-77.8085,44.5718
-76.7764,44.5925
-78.2549,44.5643
-77.0386,44.5251
-77.4764,44.4624
-77.3953,44.4776
-77.6498,44.544
-78.2492,44.5507
-77.4703,44.467
-78.0261,44.482
-77.6015,44.5902
-76.9781,44.7827
-76.4293,44.5658
-77.3221,44.5332
-77.4125,44.4368
-78.9253,44.655
-77.8331,44.4316
-87.7068,55.6352
-88.3821,54.5061
-81.8439,43.2571
-88.8085,54.8914
-87.1478,54.8194
-92.0722,54.2138
-88.2114,55.3096
-87.7137,56.0126
-83.7626,47.3827
-84.0375,48.2578
-83.0973,49.1317
-79.812,47.7772
-79.6457,48.5221
-80.1142,48.0588
-80.5747,47.5486
-80.562,48.2728
-79.3625,46.336
-79.2875,46.3828
-79.3625,46.4453
-78.7126,46.336
-79.9625,46.5234
-80.3125,46.9141
-79.4625,46.1641
-79.9625,46.3828
-79.3124,46.2266
-79.5126,46.3359
-79.6625,46.3672
-80.0376,48.1485
-79.8126,48.3204
-80.0224,47.9501
-80.1945,48.0774
-80.933,47.9813
-80.8928,47.9992
-82.3087,49.3773
-83.3021,49.6442
-83.1152,49.5821
-82.4272,49.3768
-83.2778,49.6276
-83.543,49.6671
-82.1776,49.3652
-83.1173,49.5992
-84.6737,49.4827
-83.5363,49.6717
-83.8516,49.255
-83.9856,49.1976
-85.1085,50.0214
-82.1615,49.386
-84.7797,49.7322
-83.5194,49.6676
-83.8471,49.7247
-85.1788,50.0053
-81.8762,49.4578
-83.9469,49.356
-82.5624,49.4454
-82.6126,49.4296
-82.1126,49.414
-82.4376,49.3828
-82.9375,49.4609
-82.1375,49.3829
-82.1875,49.0859
-83.3625,49.1172
-82.4124,49.4297
-82.0124,49.0703
-83.1374,49.1016
-83.1375,49.5859
-85.0124,49.8515
-84.1625,50.1172
-84.4126,49.8047
-83.7125,49.6171
-83.6874,49.6953
-83.4374,49.039
-83.4375,49.4453
-84.3624,49.8828
-83.6376,49.7422
-83.3875,49.6328
-79.9147,46.6804
-78.7272,46.3119
-79.581,46.4427
-78.9399,46.181
-78.8191,46.2867
-79.6693,46.0208
-79.9375,46.1856
-80.2102,46.5973
-78.8013,46.2459
-80.1735,46.435
-79.5839,46.0783
-78.6367,46.3011
-80.1135,46.9206
-79.6628,47.0872
-79.7596,46.8903
-79.7548,45.9542
-77.7375,45.8672
-77.6375,45.8828
-78.0125,46.0703
-77.6875,46.0859
-78.3625,45.6328
-78.3625,45.711
-78.3374,45.7578
-78.4875,45.5547
-78.8875,46.0703
-78.7125,45.5859
-78.4876,45.4609
-77.6126,45.9453
-78.7124,45.539
-76.1323,45.1588
-76.6211,45.1214
-76.4125,45.1484
-76.5375,45.1016
-76.5626,45.0547
-76.3376,45.1484
-76.3124,45.1797
-76.3625,45.164
-79.5375,44.8359
-79.6125,44.8359
-79.6125,44.7578
-79.6704,44.8866
-81.293,45.2271
-81.177,44.8042
-81.1261,44.6242
-81.1808,44.8015
-81.5625,45.1328
-81.1625,44.9141
-81.3626,44.9922
-81.5125,45.2422
-81.0375,44.6015
-81.5876,45.2109
-81.5625,45.1797
-81.3125,45.0703
-81.0375,44.5547
-81.4125,45.1485
-81.1264,44.7773
-81.2522,44.651
-81.2769,44.5339
-80.9874,44.7143
-81.0126,44.7593
-81.2908,44.795
-79.3375,45.3515
-79.4125,44.9453
-79.3375,45.0859
-78.0375,45.9453
-77.7125,45.8047
-78.3875,45.5078
-78.3125,45.5235
-78.3375,45.6485
-78.3875,45.7109
-78.9125,45.9765
-78.5625,46.0391
-77.5625,45.7891
-78.3875,45.5078
-78.8625,45.4922
-77.6314,45.9352
-78.8755,45.4957
-78.8364,45.513
-78.4794,45.7667
-78.9058,46.0543
-78.5977,45.7063
-78.5546,45.5163
-78.7607,45.4845
-78.3385,46.0245
-77.9188,45.7572
-78.1894,45.6519
-78.6216,45.4457
-78.8461,45.9272
-78.8926,46.0631
-78.9582,45.6863
-77.7539,45.8549
-77.7132,45.8928
-77.7044,45.8435
-78.0907,45.699
-78.7023,45.5059
-78.1451,46.1414
-78.1228,45.9473
-79.081,46.0349
-77.8826,45.9022
-78.3536,45.5703
-78.5458,45.7753
-78.3971,45.9583
-78.8247,45.9799
-78.9153,45.6296
-78.7131,45.5222
-77.9875,45.4922
-77.9125,45.6328
-77.9875,45.4922
-77.9683,45.4769
-78.0441,45.4839
-77.5625,44.8671
-77.8875,45.0391
-77.7375,44.9922
-77.9625,44.6484
-77.6125,44.9297
-77.7875,44.8047
-78.1375,44.7109
-77.8625,44.914
-78.0875,44.6797
-77.5126,44.9141
-78.1375,45.086
-77.6125,45.2422
-77.9625,44.8203
-77.8625,44.7734
-77.8626,45.1172
-77.7125,45.4141
-78.0625,44.9453
-77.8124,45.0235
-77.8288,45.2464
-78.2216,44.7345
-77.7317,45.3478
-77.8911,45.2178
-77.9862,45.3324
-77.7023,44.9974
-77.5957,44.8829
-77.9275,44.6858
-79.0126,45.4297
-79.3375,45.2109
-79.3625,45.0234
-79.4875,45.0234
-79.3875,45.6797
-79.4375,44.8984
-79.3625,45.8984
-79.3375,44.961
-79.6875,45.0703
-79.3875,45.6172
-79.4375,45.1641
-79.3375,45.5703
-78.9625,45.1328
-78.9875,45.1953
-78.9375,45.1641
-79.4125,45.1797
-79.2875,45.0234
-79.1624,44.9453
-79.3125,45.3047
-79.4375,44.9766
-79.3375,45.2109
-79.2625,44.8515
-79.1875,45.3516
-79.3125,45.4297
-79.2258,44.9346
-79.3102,45.0799
-79.4834,44.7763
-79.3369,45.0353
-78.9247,45.1996
-79.2932,45.2237
-79.4111,45.1084
-79.2778,45.3135
-79.6292,45.0212
-79.2731,45.4664
-79.5625,44.8671
-79.7126,44.8828
-79.7875,44.8516
-79.7624,44.8828
-79.8099,44.8792
-79.8345,44.9154
-80.6125,45.711
-80.5875,45.6953
-80.4375,45.6641
-80.1375,45.6172
-80.0625,45.3359
-79.7875,45.0703
-80.4126,45.5078
-79.9125,44.9297
-79.8875,45.0547
-80.2125,45.3047
-80.2875,45.8203
-80.1625,45.3359
-79.8125,45.3047
-79.9375,45.3047
-80.5375,45.7734
-80.5625,45.8516
-79.7875,45.3828
-79.9124,45.1797
-80.5125,45.7578
-79.7875,45.2734
-80.4875,45.7109
-79.5876,45.4453
-79.7875,45.3828
-80.3375,45.6172
-79.9625,45.3203
-80.0125,45.2891
-80.2375,45.8828
-79.7875,45.0703
-79.8875,45.211
-79.7874,44.9765
-80.3625,45.6016
-80.5375,46.0078
-80.5125,45.7734
-79.9625,45.3672
-80.5875,46.0235
-79.9125,45.0078
-80.3624,45.5703
-80.4624,45.5391
-80.5375,46.0078
-79.9912,45.367
-80.551,45.6316
-79.8994,45.4922
-80.0383,45.6015
-80.1794,45.6026
-79.7296,45.0764
-80.2805,45.7112
-80.3181,45.7925
-80.0851,45.0888
-80.398,45.5409
-79.9663,45.3308
-80.3322,45.6846
-79.9496,45.5467
-80.5242,45.7665
-80.164,45.7735
-80.2224,45.2698
-80.0717,45.1337
-80.1772,45.7466
-80.3231,45.3785
-79.8781,45.2759
-79.0593,44.9859
-79.3007,44.9718
-80.1504,45.8184
-79.5178,44.9118
-80.1049,45.449
-79.3509,44.9905
-80.5226,45.9555
-79.6297,45.0032
-80.6778,45.8931
-80.0766,45.6108
-80.0029,45.4301
-80.5628,45.7577
-80.0145,45.1287
-79.4686,44.8571
-79.7785,44.8653
-79.4122,45.752
-79.3286,45.1027
-80.0394,45.5385
-80.0979,45.0799
-79.9248,45.5014
-80.1715,45.697
-80.196,45.3326
-79.3475,44.8869
-80.0621,45.3271
-79.9349,45.6482
-80.3886,45.8154
-80.0084,45.4797
-79.7633,44.9822
-80.4736,45.6763
-80.0083,45.4887
-80.2797,45.2747
-80.4912,45.8609
-80.6717,45.8165
-79.8063,45.2914
-79.7572,45.8462
-79.8262,45.0098
-80.0146,45.7794
-80.1816,45.886
-80.4069,46.026
-80.5619,45.871
-80.5861,45.9134
-80.7375,45.9297
-78.0125,46.211
-77.7875,46.1484
-77.6625,46.1172
-77.5375,45.5234
-77.1125,45.3985
-77.2125,45.8672
-76.8875,45.8047
-77.2125,45.8516
-77.7125,45.5703
-77.5625,45.6328
-77.2375,45.8672
-77.4376,46.0234
-77.0375,45.3203
-77.2125,45.789
-76.6875,45.2734
-77.5625,45.6328
-77.1625,45.7579
-77.3375,45.289
-76.7625,45.5078
-76.7625,45.5391
-76.7375,45.2578
-76.7125,45.6328
-77.1875,45.8672
-77.5125,46.1172
-77.0875,45.1641
-76.9625,45.3672
-77.5125,46.0546
-76.7375,45.2578
-77.3625,45.2734
-76.7376,45.3516
-77.4875,45.5391
-77.0875,45.8047
-77.3626,45.8672
-76.8625,45.7109
-77.7125,45.4765
-76.8875,45.2891
-76.8625,45.4141
-77.3875,45.6015
-77.3375,45.9296
-78.0874,46.2109
-77.4375,46.0078
-77.3124,45.8516
-77.3125,45.7422
-77.5125,46.086
-77.3625,45.6016
-77.5875,45.4296
-77.6375,46.1172
-77.8625,46.1953
-77.8375,45.5234
-77.1875,45.664
-76.6361,45.4228
-76.5216,45.4423
-77.332,45.8697
-77.4712,45.8128
-77.0844,45.7935
-77.3694,45.5359
-77.2801,45.8618
-76.5042,45.3643
-77.157,45.8264
-76.679,45.5752
-76.9105,45.3357
-77.6115,45.3434
-76.9606,45.6391
-77.0615,45.487
-76.7256,45.2558
-76.7269,45.2558
-77.3649,45.734
-77.3434,45.5275
-77.5613,46.1474
-77.8893,46.2116
-77.4569,45.192
-77.2545,45.7696
-77.4793,45.7046
-78.3175,46.2437
-76.6819,45.2853
-77.275,45.8091
-76.6664,45.5843
-76.9658,45.7146
-76.7974,45.6724
-76.7342,45.4978
-76.8901,45.3738
-77.2564,45.5922
-77.1285,45.7702
-76.7206,45.471
-77.6067,45.5442
-76.9629,45.4491
-78.2014,46.1293
-77.6178,45.3685
-78.0651,46.1844
-77.2871,45.8751
-77.7735,45.6798
-78.3476,46.2641
-77.345,45.7209
-77.8049,46.1786
-77.8625,44.4453
-77.8624,44.4297
-77.8124,44.4609
-77.8375,44.4609
-78.3625,44.5703
-77.8875,44.5547
-77.8874,44.5391
-77.8125,44.5703
-77.8625,44.4453
-78.0125,44.461
-78.8194,44.6215
-77.8327,44.5531
-77.8076,44.5538
-78.4625,44.6016
-77.004,44.8003
-77.4851,44.5207
-77.3953,44.4776
-76.6582,44.6438
-77.6846,44.4802
-77.6753,44.5524
-77.0125,44.6953
-77.1625,44.7422
-76.6375,44.7422
-77.3125,44.4609
-76.6125,44.7265
-77.1375,44.5547
-76.9374,44.6016
-77.2376,44.6797
-76.6875,44.7422
-77.3375,44.5078
-77.7124,44.4922
-76.9374,44.7265
-77.6375,44.6016
-77.4375,44.3984
-77.0625,44.7734
-76.7875,44.6953
-77.4124,44.5703
-76.6625,44.5391
-76.9874,44.789
-76.9125,44.586
-76.9625,44.6797
-77.4875,44.5235
-77.1875,44.3984
-77.4874,44.4921
-76.7125,44.6485
-76.7376,44.5703
-76.9375,44.6953
-77.3125,44.4766
-76.6625,44.7265
-76.9375,44.7422
-77.5376,44.5078
-76.6875,44.7579
-77.4376,44.4362
-76.719,44.7824
-76.5635,44.6406
-77.5533,44.4967
-76.9575,44.7336
-76.6369,44.5586
-82.7125,48.4141
-82.3626,48.3672
-83.5152,47.3418
-82.9396,46.4026
-82.7718,46.6853
-83.5313,46.9859
-84.0542,46.868
-82.4926,46.8971
-82.8381,47.0199
-84.3488,47.2802
-83.9633,47.3302
-83.4867,47.1588
-83.5678,47.2524
-82.6051,46.3547
-82.5625,46.682
-81.6875,46.3047
-81.8875,46.836
-81.5875,46.3359
-82.0126,46.8828
-82.0125,46.9766
-81.9125,46.5703
-81.6124,46.3203
-82.0374,46.6484
-82.1875,46.1328
-82.1125,46.1797
-81.8626,46.6953
-82.3124,46.1953
-82.0125,47.0547
-82.3875,47.0234
-81.5625,46.1485
-81.9625,46.1328
-82.2375,46.2266
-81.8375,46.2579
-80.9186,48.611
-81.7051,47.6012
-81.31,47.1485
-82.0196,48.0397
-81.8057,47.659
-81.3248,48.4936
-81.5369,48.7043
-81.2548,48.026
-81.8167,47.6823
-81.4961,47.3099
-81.0461,47.104
-81.7432,47.9474
-81.0068,48.5886
-81.8648,47.1997
-81.4941,47.8083
-81.3306,47.089
-81.3939,48.3314
-82.0305,48.251
-81.1386,47.2028
-82.0439,48.2509
-86.1376,49.6016
-86.3125,49.6953
-84.1875,48.8047
-84.7875,49.1015
-84.7875,49.1954
-84.0876,48.9922
-86.2875,49.3047
-86.3875,49.3204
-85.8376,49.0859
-85.9375,48.6953
-85.8875,48.9766
-85.5625,49.2266
-85.6247,49.2955
-85.5456,49.1776
-85.9435,49.5651
-84.5124,48.3672
-82.3361,46.2457
-82.0091,46.0961
-81.6593,46.0536
-81.9733,46.9964
-82.3939,46.479
-82.0195,46.663
-81.8488,46.6104
-82.0741,46.1135
-82.0741,46.1135
-81.7939,46.4308
-81.7065,46.7103
-82.0242,46.213
-81.7639,47.0699
-80.9625,46.4297
-80.9625,46.8359
-80.8375,46.3672
-81.4125,46.6641
-81.0375,46.8984
-80.9375,46.4453
-81.7125,46.8203
-80.7625,46.4921
-80.8374,46.6015
-80.9875,46.5547
-80.9875,46.5391
-80.8374,46.6015
-80.8375,46.5546
-80.8624,46.0078
-80.7625,46.4141
-80.3625,46.1641
-81.2875,46.1796
-81.1874,46.3985
-80.8625,46.5703
-81.3875,46.4765
-80.6874,46.5078
-80.8874,46.3516
-81.0375,46.5078
-81.0375,46.5234
-80.8875,46.5235
-80.9125,46.711
-81.5375,46.3828
-80.9375,46.4296
-80.9875,46.3984
-80.8625,46.5547
-81.0125,46.5547
-80.7625,46.4921
-80.9875,46.5703
-80.7125,46.5078
-80.9125,46.4297
-81.1875,46.2578
-80.8875,46.8203
-80.6125,46.9765
-80.7875,46.4922
-80.7125,46.5078
-80.9126,46.3359
-80.9126,46.4141
-81.1375,46.8047
-81.0875,46.5391
-81.1625,46.3984
-81.5921,47.017
-80.9624,46.5391
-80.7875,46.4922
-80.7875,46.2891
-80.8125,46.3047
-80.8626,46.789
-81.4125,46.7422
-80.7875,46.5079
-80.3876,46.6797
-81.6625,46.8046
-80.8875,46.5703
-81.2126,46.3672
-80.9624,46.5391
-80.9625,46.3984
-80.9125,46.5547
-80.3051,46.2127
-80.2852,46.8498
-81.3409,50.8502
-81.6887,52.2693
-82.131,52.3738
-84.8819,52.7379
-84.7625,49.3359
-83.5374,48.9765
-83.8452,49.5026
-84.664,49.541
-82.5124,49.461
-82.5875,49.4609
-82.2396,49.369
-82.1286,49.3342
-80.5875,48.5859
-80.3625,48.3828
-78.643,46.3057
-80.2801,47.2277
-80.4534,47.0757
-80.1591,46.5249
-80.3483,47.0481
-80.3743,47.0753
-79.7722,47.0272
-79.9891,45.9134
-79.9876,45.9214
-79.17,46.5844
-80.427,47.0755
-79.7429,45.964
-80.2658,47.2078
-79.6554,46.854
-79.3101,46.6973
-79.295,46.7205
-78.7936,46.2754
-79.9625,48.0078
-80.1875,48.5391
-79.8125,48.2422
-79.7624,48.6016
-80.7875,47.6797
-79.9375,48.0078
-79.5282,48.1383
-80.0875,48.0547
-93.9125,49.6797
-94.3874,49.711
-94.8125,49.4141
-94.9126,50.1328
-94.6624,50.0703
-94.1125,50.289
-94.8875,50.1328
-94.5875,49.7422
-94.5376,49.8047
-94.3875,49.6641
-94.5625,49.6172
-94.5875,49.7891
-94.0876,49.7734
-94.3875,49.7422
-94.1876,49.3516
-94.8376,50.461
-94.4125,49.8515
-93.9124,49.1797
-94.9626,49.9453
-94.8375,49.3515
-95.0875,50.2266
-94.3374,50.2422
-94.3375,50.3203
-94.3373,49.7709
-94.2345,49.8215
-93.9033,49.2075
-94.3867,49.7955
-94.291,49.6482
-93.917,49.4233
-94.6866,50.1486
-94.4741,49.8844
-93.8605,49.7431
-94.7312,49.1666
-94.1495,50.3989
-93.8292,49.5346
-94.4157,50.2647
-84.2624,46.5234
-84.4375,47.0547
-83.9375,46.9297
-84.2875,46.6484
-84.3125,46.7578
-84.3625,46.7266
-84.2376,46.6797
-84.2875,46.6484
-84.3375,46.961
-84.1625,46.5391
-83.9376,46.3828
-84.4846,46.5049
-83.4868,47.0185
-83.5533,46.756
-83.8952,46.7839
-83.958,46.4943
-83.6388,46.8981
-83.5543,47.053
-83.5828,47.0973
-83.491,47.1084
-83.606,47.0338
-84.1786,46.8757
-84.2621,47.0397
-83.768,47.111
-82.5025,46.6397
-82.5941,46.1974
-83.9908,46.8534
-83.178,46.2148
-83.4693,47.2645
-82.9331,46.4397
-83.1092,46.6166
-84.4155,46.7238
-82.674,46.4798
-84.7748,47.023
-82.9641,46.2142
-84.3178,47.1365
-79.3625,46.1953
-78.9375,46.1172
-79.2875,46.1797
-79.1375,46.2578
-80.1875,46.3047
-79.7625,46.6953
-79.1125,46.3203
-80.2876,46.8672
-80.0875,46.5078
-79.8125,46.4609
-79.8125,46.7734
-78.6626,46.3203
-79.8625,45.9297
-79.5625,46.0547
-80.3625,46.9609
-79.3649,46.2688
-79.1855,46.5901
-79.8874,47.4141
-80.5375,47.3047
-79.7625,47.1484
-79.7625,47.1172
-79.9125,47.0078
-79.7624,47.289
-79.5625,47.2109
-80.1875,47.3672
-80.5125,47.4141
-79.9876,46.978
-79.5909,47.0638
-79.8678,47.0489
-79.9584,47.1307
-79.8036,46.9762
-80.3112,47.3764
-79.8978,46.8692
-80.0009,46.9691
-79.8066,46.8413
-79.6406,47.1814
-79.7052,47.5106
-80.4123,47.2194
-83.0125,46.1953
-83.6874,46.2734
-83.2125,46.5703
-82.7375,46.3828
-83.1375,46.8828
-83.0875,47.0234
-83.2875,47.0859
-82.9375,46.8515
-83.1875,47.1641
-82.8375,46.1953
-83.1125,46.3985
-82.5875,46.8828
-83.3125,46.3828
-82.6625,46.4922
-80.8126,47.8984
-80.3375,47.6641
-80.3376,48.5391
-80.2375,48.211
-81.0625,48.0078
-80.0125,48.1641
-80.6376,48.6171
-80.4625,47.7734
-80.3126,47.5859
-79.1376,46.3672
-79.1875,46.1172
-79.1626,46.0859
-79.7875,46.0703
-79.2875,46.2422
-79.9625,46.3828
-79.0124,46.5078
-80.1375,46.4297
-80.3875,46.7891
-79.2875,46.2109
-79.1375,46.2421
-79.1625,46.461
-79.7199,47.7222
-80.3241,48.4291
-80.3809,48.2045
-80.3839,47.9526
-80.6338,48.5925
-80.5667,48.5113
-79.9952,47.6215
-80.5269,47.6969
-79.7333,47.9968
-80.34,47.7229
-79.5715,48.3206
-80.1874,48.0999
-79.6497,48.6256
-80.3586,48.3708
-79.6671,47.96
-79.6743,47.6811
-80.0874,47.4766
-80.3875,47.5547
-80.5126,48.2578
-79.1626,46.1328
-78.7875,46.2422
-79.4125,46.5703
-80.3125,46.8984
-80.1625,46.3672
-81.2407,46.4018
-81.2399,46.2218
-80.8377,46.2939
-80.8894,46.429
-80.863,46.5729
-80.8367,46.6269
-82.008,46.8134
-80.5017,46.2714
-80.759,46.4828
-81.8793,46.2393
-80.7712,46.6537
-80.7098,46.4169
-81.1741,45.9338
-80.8393,46.6251
-82.0105,46.8133
-81.9596,46.3773
-82.1375,46.9903
-80.5653,46.2572
-82.104,46.6396
-80.876,46.5639
-81.93,46.1705
-80.7097,46.4223
-80.656,46.4825
-80.5001,46.2929
-80.8674,46.3542
-80.9417,46.123
-81.2251,46.1174
-80.9489,46.7197
-81.2736,46.4962
-80.6317,46.0324
-81.8224,46.165
-81.9298,46.1534
-82.0126,47.8828
-81.9374,47.2109
-82.1125,47.9141
-82.1003,48.048
-81.7125,47.6953
-81.7125,47.6797
-81.5126,47.3828
-81.8874,47.8828
-81.8874,47.711
-81.8126,47.7734
-81.2876,47.8828
-81.4625,47.289
-81.3125,47.3515
-81.7126,47.6641
-81.4125,47.9297
-81.9626,48.0391
-81.8874,47.7579
-82.1125,48.0703
-81.1729,47.6032
-81.5358,47.962
-81.7597,47.6998
-81.7732,47.7087
-81.72,47.7181
-81.1869,47.7832
-80.9125,48.5547
-80.9626,48.6016
-81.3626,48.3359
-81.2875,48.1797
-81.0125,48.1953
-81.2625,48.4453
-81.6625,48.3984
-81.3125,48.3984
-81.3625,48.7578
-81.3125,48.4453
-81.6102,48.5914
-81.9533,48.0853
-81.9717,48.346
-80.8377,48.467
-81.3113,48.4937
-80.9478,46.5415
-80.5928,46.9278
-80.4162,46.252
-81.0652,46.5685
-80.4329,47.1431
-81.0907,46.1815
-81.3889,46.2079
-80.8827,46.5145
-80.8303,46.6044
-80.4671,46.3603
-81.0518,46.1185
-81.0523,46.7305
-80.6252,46.0459
-80.9217,46.5775
-80.831,46.3704
-80.4772,46.6573
-81.039,46.3345
-80.8569,46.3974
-80.4817,46.1894
-80.9608,46.6585
-80.974,46.4065
-80.573,46.1087
-80.9218,46.4875
-80.7786,46.4603
-81.4135,46.0368
-80.778,46.6223
-81.9335,46.9787
-81.0469,46.438
-80.9607,46.8025
-80.6894,46.1181
-81.1839,46.9194
-82.008,46.7441
-80.4658,46.4863
-82.244,46.7598
-81.052,46.3795
-80.9477,46.7125
-80.765,46.6043
-81.039,46.4065
-80.7658,46.4063
-80.7926,46.2174
-81.4415,46.2977
-80.792,46.3613
-80.8114,46.4019
-81.5962,46.7965
-81.9253,46.8843
