X,Y
-80.567,48.7937
-87.7623,56.0392
-80.567,48.7937
-87.7948,56.057
-81.2948,49.1549
-87.795,56.066
-85.4456,54.9714
-81.2806,49.0649
-85.4119,55.0338
-81.55,52.3105
-81.7393,52.2285
-81.8248,49.8512
-85.9667,55.3633
-87.8114,56.0838
-81.6669,52.2829
-93.0207,49.596
-92.8401,49.8207
-92.8483,49.8495
-92.4942,49.6579
-93.8131,49.818
-92.6046,49.7212
-93.0346,49.7309
-93.3417,49.9823
-92.7138,49.7791
-92.575,49.6168
-92.4168,50.1045
-91.9569,49.5193
-91.2516,49.3039
-93.561,49.6486
-91.9365,49.9455
-90.9177,50.2339
-90.8481,50.2236
-91.8961,49.7616
-93.2351,49.5796
-91.7111,49.4089
-91.9703,49.801
-91.9646,49.8072
-91.8062,49.4639
-93.3397,49.7034
-93.4219,49.5862
-93.3845,49.5747
-91.0315,49.2698
-91.6165,49.8306
-92.2419,49.8454
-93.0237,49.9819
-92.9516,49.4881
-91.7852,49.9215
-91.5473,49.353
-91.9438,49.4832
-90.8897,49.5947
-92.7516,49.7306
-92.0504,49.6821
-91.2519,49.9156
-90.0181,50.0434
-91.6091,49.8458
-93.2562,49.6497
-90.728,49.7986
-90.0669,50.0896
-92.6872,49.8114
-90.0175,50.0982
-90.0632,50.0053
-91.7519,49.9185
-91.7253,49.9218
-90.853,49.801
-90.4758,49.8383
-92.6191,49.6403
-90.0119,50.0747
-92.4939,49.6938
-91.1248,49.239
-92.9792,49.4881
-92.4831,49.397
-92.2513,49.2347
-93.2724,50.0634
-93.6937,49.9249
-92.1242,49.4308
-91.9408,49.7504
-92.2121,49.4539
-92.0708,49.3404
-92.4797,49.7208
-91.0994,49.8952
-91.7323,49.4397
-90.6878,49.7384
-93.2372,49.7289
-93.4791,49.7749
-93.4913,49.6039
-92.6421,49.5226
-93.5084,49.9196
-92.6493,49.8716
-93.4682,49.801
-92.9694,49.7939
-93.4381,49.847
-93.4187,49.8579
-93.7591,49.9173
-92.9653,49.632
-91.2494,49.5216
-92.9237,49.6949
-92.7238,49.7432
-92.5328,49.8235
-91.4622,49.4329
-91.4625,49.4239
-93.4352,49.9936
-93.8494,49.8276
-91.8506,49.396
-93.0069,49.4881
-90.7793,50.1954
-94.3076,49.0759
-94.3088,49.1208
-91.2679,48.6394
-93.4352,48.8989
-93.1952,49.2891
-93.3482,49.1403
-92.3562,48.5606
-92.2723,48.7391
-93.0203,48.7055
-92.1041,48.7128
-92.1696,48.3696
-94.5214,48.7683
-93.1155,48.7054
-93.0749,48.8134
-93.3887,48.7138
-94.2853,48.7433
-93.1709,49.0022
-92.1762,48.3768
-91.9938,48.5166
-91.3197,48.7562
-91.674,48.7338
-92.037,48.9533
-91.6834,48.8958
-92.3643,48.9916
-91.7222,48.2242
-92.5226,49.0229
-92.5874,48.4663
-91.7275,48.2306
-93.2683,49.3348
-92.1678,48.4775
-93.2954,49.2538
-90.9955,48.697
-91.1191,48.9528
-93.8125,48.9455
-91.8425,49.0955
-91.273,48.9264
-94.2579,48.7346
-91.9225,49.1952
-92.8149,49.1281
-92.0515,48.9085
-92.1156,49.1429
-93.5939,48.9378
-92.568,49.1544
-93.1029,49.1822
-92.1093,48.729
-93.2534,49.1073
-91.1878,48.298
-93.6751,48.8834
-92.3842,48.4879
-90.9904,49.1647
-92.5282,49.0103
-93.1704,48.8673
-93.4676,49.1498
-92.0955,48.7379
-93.5353,48.823
-93.2926,48.786
-93.8938,48.9089
-92.248,48.3629
-93.4683,48.6505
-91.2191,48.1339
-91.5433,48.0755
-91.2724,48.5486
-91.5696,48.1937
-93.0752,49.0383
-93.0616,49.0743
-93.1163,49.0472
-92.9931,49.1013
-92.9109,49.1012
-93.0752,49.0653
-93.8371,48.7834
-93.5141,49.1433
-93.5115,49.1568
-93.144,49.1641
-93.1713,49.1191
-93.3204,48.8759
-92.9389,48.6515
-93.1849,49.1101
-93.5207,48.9912
-93.5977,49.2526
-93.5423,49.2169
-93.7386,48.5591
-93.4311,49.0555
-93.2244,48.7592
-93.0287,49.0257
-93.8973,49.0258
-93.7045,49.0361
-93.5143,49.1631
-93.8089,49.0571
-93.7047,49.0451
-93.4703,48.8574
-92.9588,49.1993
-94.411,48.8587
-91.9395,49.0442
-92.9656,49.2182
-93.7299,48.8993
-91.6164,48.3553
-92.9931,48.7684
-91.9293,48.2399
-93.143,48.8223
-93.0883,48.7324
-92.7623,48.6692
-93.2954,49.2628
-82.5626,49.4334
-83.5058,49.0759
-83.7131,49.7108
-83.709,49.6632
-83.6489,49.7033
-83.6973,49.6266
-82.7663,49.229
-84.5597,49.7745
-84.1307,49.7943
-82.8903,48.8429
-83.6513,49.6727
-82.4083,49.4408
-82.3958,49.4365
-83.7171,49.5848
-82.9283,49.5439
-82.4356,49.4297
-83.7567,49.7701
-84.2314,49.7338
-76.5278,45.2001
-95.1109,49.6127
-94.0011,50.1673
-93.6191,50.1925
-94.3419,50.2394
-94.003,50.2572
-94.3556,49.7302
-94.4188,50.3231
-94.2875,49.6743
-94.6639,49.4941
-94.801,49.5037
-93.3018,50.2971
-94.675,49.9788
-93.9869,50.1584
-94.1235,49.4106
-94.2155,49.7875
-94.2029,49.8416
-94.3519,49.5449
-93.6689,49.4412
-94.5964,49.9628
-94.2499,49.4516
-94.4188,49.375
-94.675,49.8177
-94.9384,50.1465
-94.6834,49.8581
-93.6965,49.441
-94.9572,50.6049
-95.0012,49.9745
-94.567,49.9182
-94.1736,49.4335
-93.0491,50.3245
-93.942,50.2236
-94.5698,49.9173
-93.872,49.1448
-94.9384,50.1465
-94.5592,49.6754
-94.1722,49.1403
-94.9845,50.2446
-93.174,50.2812
-94.511,49.775
-94.949,50.2011
-94.8412,50.166
-94.9046,50.1767
-94.9213,50.1386
-94.8527,50.1029
-94.6605,49.8
-94.0007,50.1493
-94.0009,50.1583
-93.9577,49.3941
-94.0812,49.9957
-94.5774,49.8101
-93.1615,50.3244
-94.924,50.1377
-94.9377,50.1285
-94.8168,49.9298
-94.818,49.9235
-94.4794,49.7844
-94.602,49.7108
-93.9867,50.1494
-94.9517,50.1282
-94.1405,49.9079
-94.3539,49.768
-93.9579,49.4031
-93.5711,49.3337
-93.9869,50.1584
-93.483,50.1706
-94.6188,49.8006
-93.9622,49.4103
-94.296,49.6787
-94.4412,49.856
-94.9845,50.2446
-93,50.1932
-93.3161,50.3331
-94.2706,50.2996
-93.302,50.3331
-94.6533,49.998
-94.3645,49.5025
-94.8266,49.7084
-93.9537,49.4023
-93.2038,50.3693
-94.4291,49.965
-94.0141,49.4566
-94.0075,49.8075
-94.2769,49.481
-93.8879,50.1053
-93.1194,50.3604
-93.7889,49.1795
-93.4917,50.1967
-93.5241,50.0805
-94.9031,50.138
-93.5978,50.3859
-93.595,50.3913
-93.5519,50.0714
-93.5234,50.0176
-94.6447,49.3324
-94.5474,49.7386
-94.481,49.6999
-94.3535,49.2553
-93.9534,49.8799
-93.4884,50.1481
-94.9247,50.189
-93.1188,50.0996
-93.723,50.2953
-93.8205,50.2497
-93.9936,50.4822
-94.5789,49.8551
-93.7641,50.2321
-92.9649,50.2885
-95.0129,50.5859
-93.063,50.2346
-94.6949,50.3841
-94.5937,49.7128
-93.0771,50.2346
-93.2876,50.2702
-93.5795,50.0443
-93.6379,50.2328
-94.5827,49.972
-94.6586,49.746
-94.6436,49.7103
-93.4974,50.2065
-94.24,50.201
-93.7331,50.0434
-94.9531,50.1282
-94.914,49.886
-93.6031,50.0271
-94.0625,50.2864
-93.5949,50.1611
-94.0421,50.122
-94.1183,49.7885
-94.3398,49.7591
-93.6787,50.1427
-93.7068,50.1515
-94.5731,49.6753
-79.8019,47.8661
-79.681,47.9422
-80.4248,48.4881
-79.9848,47.4684
-79.7508,48.2138
-79.8954,47.9354
-79.895,47.9534
-79.9813,47.6483
-79.9836,47.6672
-79.9207,48.0076
-79.5339,44.8246
-79.7877,44.4243
-86.9523,48.8134
-88.2906,48.9501
-86.4106,49.7024
-87.7648,49.3956
-87.1036,49.533
-88.4189,49.1375
-88.6215,53.5233
-87.7172,48.9641
-88.5342,48.5162
-88.831,52.7822
-87.35,52.9855
-87.5427,52.9128
-88.5782,48.9735
-87.6209,49.6744
-88.5334,52.7513
-86.9509,50.2346
-86.9411,50.2319
-86.3385,49.7983
-87.9325,50.2398
-87.8762,50.2313
-89.288,48.3552
-89.133,49.8012
-90.8259,49.1618
-89.5188,48.0805
-89.2825,48.3544
-89.4451,48.5355
-89.6445,50.2585
-89.2705,48.3583
-89.2746,48.3591
-89.3646,50.2735
-90.0338,50.2417
-90.8408,49.135
-89.0072,50.7839
-90.6078,48.9037
-90.466,48.9565
-89.9791,49.0898
-90.0637,49.1071
-89.9649,49.4716
-90.525,48.7222
-90.2148,48.9525
-90.6526,49.1431
-89.55,49.271
-89.4624,49.9926
-89.6804,50.1497
-89.4117,49.1417
-89.1104,48.956
-89.3659,50.3004
-89.9768,50.6372
-89.9707,49.8637
-89.3937,49.7332
-89.2677,48.3547
-88.9583,50.29
-89.1482,50.1428
-89.4229,49.2018
-89.1271,49.6664
-89.2757,49.8795
-89.2409,49.1245
-89.8898,48.7322
-89.801,48.3565
-90.2592,48.8402
-89.2705,48.3565
-90.2144,48.4684
-89.0873,50.3508
-88.616,50.5471
-90.315,48.4582
-89.0293,50.6396
-88.6438,50.2895
-89.6788,48.0337
-90.2109,48.777
-89.4914,49.0087
-89.2908,50.4036
-89.4282,48.5215
-90.1594,48.4347
-88.823,48.5651
-88.9486,50.7399
-89.0943,50.8273
-89.8509,48.2833
-90.4346,49.088
-88.7033,48.5129
-90.8971,49.0029
-89.1734,49.5846
-88.9291,48.3249
-89.2812,48.3554
-90.2055,48.4826
-90.686,48.2431
-81.7396,47.6954
-81.654,47.8867
-81.1368,48.036
-81.0429,48.0451
-81.6994,48.6673
-81.5362,48.6502
-81.6745,47.6094
-80.953,48.0397
-81.8616,47.9834
-81.4093,47.204
-81.0555,47.2533
-81.4542,48.4338
-81.2642,48.5522
-80.9823,48.5822
-81.4469,48.3753
-81.3318,48.5251
-81.8564,47.5857
-81.9468,47.9521
-81.5608,47.4274
-81.6479,48.3564
-85.7159,48.6893
-85.2567,49.394
-86.2549,49.456
-83.9602,48.3075
-86.2199,49.4854
-86.2542,49.5009
-86.2372,49.3461
-85.5561,48.718
-86.1942,49.3683
-85.8218,48.6931
-85.6289,48.6919
-84.1335,48.3432
-84.8958,48.4793
-84.0971,48.9568
-85.1031,49.5526
-86.1508,48.6843
-85.7756,48.6927
-84.4215,48.0647
-84.6082,48.9829
-84.5544,48.4825
-85.4095,48.9284
-84.906,48.627
-84.7244,48.0747
-84.9597,48.9753
-85.3113,48.9639
-85.6204,49.201
-85.3583,48.6155
-85.1326,48.4798
-84.8555,47.5995
-84.8524,47.6102
-85.8512,48.7177
-84.009,47.6768
-84.5547,48.2566
-85.276,48.4406
-85.0769,49.3389
-84.0612,48.3089
-86.1332,48.6824
-84.8601,49.291
-84.4497,48.7402
-81.6367,52.2201
-87.7135,56.0036
-87.7135,56.0036
-79.9122,49.1654
-79.9393,49.6901
-81.556,49.2079
-84.7341,50.8511
-84.7057,50.8505
-81.6524,52.292
-85.438,54.9668
-85.43,54.9712
-87.7133,55.9946
-81.7364,49.3418
-84.6317,53.1152
-84.9106,53.2194
-80.6721,49.9913
-80.5914,51.268
-80.5914,51.268
-81.7911,49.3144
-83.7522,48.8768
-83.1719,48.9243
-82.6903,49.4577
-82.9319,49.9847
-82.8614,49.0917
-83.8933,49.029
-83.7228,49.8105
-82.9252,49.1122
-82.5239,48.8501
-83.8403,49.3227
-83.6312,49.6596
-82.4075,48.7328
-83.6253,49.057
-82.7377,49.6279
-82.1521,49.7486
-83.2907,49.5796
-84.492,49.7128
-84.1219,49.661
-84.0998,49.6136
-83.5951,48.66
-82.443,48.7396
-82.4768,48.7338
-82.782,49.5139
-83.1442,50.0529
-84.0309,49.7216
-83.1952,50.0088
-83.0859,49.0896
-83.1709,49.0898
-83.5801,49.8461
-84.6216,49.6453
-83.7674,48.9781
-84.5995,49.5864
-81.8366,49.566
-82.8632,50.0128
-83.781,48.9778
-83.8813,48.9384
-83.75,48.9667
-82.1335,49.2486
-82.451,49.299
-83.4269,48.6392
-84.2259,49.9037
-84.2874,49.7261
-83.5316,48.9116
-83.5439,48.8843
-82.5297,50.014
-82.5134,49.3594
-84.2676,49.2857
-84.3026,49.5016
-84.2874,49.7261
-84.0915,49.9139
-84.0043,49.8388
-82.1274,49.5815
-84.4839,49.763
-84.0884,49.8967
-82.016,49.6149
-84.3563,49.9121
-83.9847,49.9767
-84.3914,49.9084
-82.3304,49.0081
-84.1385,50.0383
-81.9079,49.8317
-83.7317,49.795
-83.408,49.1778
-84.4192,49.5159
-84.2361,49.4793
-83.9654,49.5715
-83.0874,49.0914
-82.4061,48.8795
-81.932,49.4933
-83.7626,49.8248
-81.942,49.2953
-82.5352,49.351
-82.4931,49.3255
-82.1477,49.8008
-83.0996,49.1541
-83.2205,49.769
-82.767,49.1354
-76.4912,45.2618
-76.4826,45.2754
-76.5373,45.2711
-76.4912,45.2627
-76.3393,45.1421
-76.3456,45.1412
-94.8527,50.1029
-94.8381,50.0851
-94.9262,50.1916
-94.9352,50.1375
-94.9142,50.1352
-94.9295,50.1331
-94.9476,50.131
-94.9104,50.1469
-94.9115,50.1739
-94.2408,49.6883
-94.2414,49.8232
-95.1244,49.6035
-94.8,49.8159
-93.1292,50.3334
-94.4196,49.6413
-94.3914,49.6236
-94.3733,49.4709
-94.5052,49.7211
-94.973,49.6242
-93.9718,49.412
-93.9114,49.1984
-93.7605,49.2076
-94.3862,49.245
-93.9086,49.1993
-94.2186,49.6876
-94.2116,49.6868
-94.3716,49.1642
-94.2738,50.4165
-93.8091,49.5752
-94.8329,49.9503
-94.5993,49.6299
-94.3516,49.2328
-94.1759,50.4445
-94.5154,49.6041
-94.5605,50.5749
-94.8746,50.6602
-95.102,50.6833
-94.3393,49.2374
-94.1179,49.8946
-94.9992,49.5877
-93.912,49.1606
-94.0416,49.5805
-93.7523,49.4766
-94.7093,49.6463
-94.654,49.487
-94.8375,49.5922
-94.1206,49.1615
-94.2798,49.4873
-94.0247,49.3036
-94.8385,49.8036
-79.6743,47.6811
-79.9078,47.9714
-79.6975,47.8164
-79.6743,47.6811
-79.9852,48.6128
-79.5589,47.7562
-80.555,47.517
-80.2348,47.7969
-80.2278,47.4595
-80.1389,48.507
-80.5985,47.7349
-80.0875,48.0478
-80.0334,47.7117
-79.715,47.8661
-80.1745,48.0637
-79.9055,48.0885
-80.7982,48.179
-79.9264,48.3766
-80.3586,48.3726
-80.3586,48.3717
-79.5385,48.0079
-80.067,48.8069
-80.5899,48.1469
-80.3356,48.0648
-80.2971,48.0277
-80.906,48.0622
-80.7135,48.1689
-79.7873,48.5488
-80.3553,48.6317
-80.0802,48.4571
-79.7001,48.3527
-80.7228,48.1887
-80.7302,48.0655
-80.1366,47.5182
-79.6152,48.3472
-80.6312,47.4426
-80.8362,47.6311
-80.3509,47.5916
-80.4578,47.6668
-79.7354,48.3458
-79.843,48.3623
-80.9879,47.8256
-80.6272,47.4507
-80.0799,48.2484
-80.1054,48.0992
-80.1997,47.7355
-80.7383,47.792
-79.9759,47.9272
-79.9495,47.9089
-79.5217,48.1751
-79.5266,44.8164
-79.5097,44.7838
-86.5862,48.7767
-86.9649,50.2229
-87.9675,49.6108
-87.3065,48.8202
-86.5623,49.7931
-87.524,49.692
-86.7894,49.979
-85.9439,51.6282
-85.9422,51.6372
-85.9206,51.6334
-88.2152,51.0961
-87.1565,48.7953
-87.2179,50.0644
-87.2513,50.0427
-85.9091,51.6324
-86.5963,49.0466
-87.0204,48.8044
-85.9231,51.6505
-85.7914,51.7121
-86.8075,50.3154
-87.5348,51.0427
-88.0334,50.8191
-87.9811,49.1871
-88.2241,49.0201
-88.229,49.0551
-86.8801,50.5043
-88.5745,49.2884
-78.6725,45.5448
-77.5516,45.8263
-77.8745,45.7718
-77.9287,46.0692
-79.0403,45.7597
-78.4961,45.5636
-78.6663,45.6311
-78.5286,45.4941
-78.2853,45.8693
-77.6342,45.8856
-78.3064,45.5926
-78.6203,45.7778
-78.36,45.7055
-77.8354,45.7863
-77.7954,45.8368
-77.8342,45.7881
-78.3825,45.4989
-77.8438,45.8014
-78.4777,45.7468
-78.0705,44.9225
-77.2103,44.9044
-77.8235,45.269
-77.0915,44.9481
-78.2183,45.0639
-83.3425,47.8359
-83.3682,47.7543
-83.2285,47.8579
-82.378,48.2501
-82.721,47.5499
-83.3853,47.835
-82.139,47.6742
-83.3468,47.8718
-83.8564,47.8962
-83.4002,48.1586
-83.3379,47.9709
-82.2624,47.2679
-82.7104,47.6311
-83.0112,47.4912
-81.2136,49.0876
-87.7297,56.0125
-81.2399,49.155
-87.553,55.9954
-81.5814,49.2725
-81.6497,52.2084
-81.6658,52.211
-81.8432,49.1432
-80.9636,51.9431
-81.6613,52.2029
-80.2551,48.802
-92.599,49.7185
-92.6142,49.7357
-91.5806,49.3912
-92.7986,49.7577
-93.4852,49.8297
-92.3174,49.7226
-91.908,49.231
-92.7783,49.6444
-90.7012,50.1885
-92.8671,50.1176
-93.3544,49.8113
-92.1134,49.9524
-91.757,49.664
-91.7789,49.4546
-91.1516,49.9141
-92.266,48.4251
-93.2798,48.6754
-93.0339,48.7054
-92.6748,48.7608
-91.0141,49.1193
-91.1462,48.6635
-92.4847,48.4497
-91.4403,48.0651
-91.5287,48.0699
-93.0328,48.9987
-79.7352,44.9917
-79.7821,44.9923
-80.1899,45.8447
-79.8424,45.2737
-79.9898,45.0105
-79.853,45.5079
-79.5289,44.9227
-80.0386,45.2837
-80.3559,45.4092
-79.8365,45.2503
-79.7516,44.937
-79.8199,44.8801
-79.9288,44.9478
-80.5121,45.9599
-80.2484,45.7065
-79.7528,45.0586
-80.2525,45.4032
-79.8396,44.974
-79.7195,44.898
-79.7803,44.8986
-79.7788,44.9103
-79.799,44.9141
-77.5785,45.6565
-76.8644,45.2554
-76.7714,45.7438
-76.5931,44.5726
-76.789,44.3897
-76.9717,44.5937
-94.3213,52.1065
-92.9926,52.5005
-93.0368,52.5005
-94.2919,52.0979
-94.3067,52.1067
-93.9936,51.8131
-93.3059,53.0665
-92.7838,53.0128
-94.2924,52.1159
-92.1876,51.4098
-94.3675,50.7392
-93.6882,50.8989
-93.3059,53.0665
-92.6938,50.9626
-94.0617,51.0032
-94.2114,50.7319
-93.6635,53.0291
-93.9505,51.8314
-93.6625,51.7875
-93.9692,51.3493
-94.9061,51.1237
-82.5676,46.3588
-84.074,47.0836
-83.1717,46.2194
-84.5364,46.8272
-84.1951,47.1605
-82.5535,46.3212
-83.5374,46.9192
-82.8983,47.009
-90.2326,51.2324
-90.2217,51.2241
-90.3639,52.6061
-90.6427,50.4086
-90.2149,51.2176
-91.2738,51.8495
-91.8346,51.7216
-90.2293,51.0974
-91.8295,50.2197
-91.3903,53.6871
-89.0354,53.6608
-90.5468,53.0317
-90.08,51.8733
-91.4019,50.4305
-91.9234,50.3456
-91.8986,50.2308
-90.9423,50.6391
-91.8847,50.2562
-91.9134,50.2295
-91.8856,50.5782
-91.0141,50.4794
-91.3085,50.3653
-92.6925,50.3016
-91.8852,50.2382
-92.0403,50.1946
-91.9372,50.2333
-81.5394,46.3557
-80.7765,46.6529
-80.4097,46.2502
-81.3904,46.2519
-81.0433,46.9131
-80.8321,45.978
-80.8695,46.5738
-81.7731,46.9807
-80.7537,46.48
-81.5519,46.8227
-82.3053,46.9138
-80.7862,46.1768
-81.0416,46.3759
-80.815,46.4594
-80.6791,46.5419
-80.9765,46.5586
-81.1325,46.3425
-80.7849,46.175
-80.7727,46.6178
-80.8997,46.4523
-80.8828,46.4217
-80.757,46.615
-80.7913,46.2065
-80.799,46.2128
-81.5266,45.9724
-80.7588,46.2091
-80.9033,45.8844
-80.7159,46.2342
-80.7044,46.6968
-81.403,46.0215
-81.4017,46.0215
-80.7773,46.445
-80.9779,46.1473
-80.8619,46.9752
-81.7414,46.1089
-80.7733,46.1588
-80.7644,46.12
-80.7478,46.0615
-80.6789,46.1297
-80.7471,46.2307
-80.7606,46.1128
-80.6826,46.1657
-80.5261,46.8951
-80.8966,45.9933
-80.7828,47.0227
-80.8717,46.1832
-80.8826,46.509
-81.039,46.4209
-80.7587,46.5457
-80.8655,46.6044
-80.8828,46.4217
-80.8826,46.5099
-81.2215,46.5134
-80.8642,46.5864
-80.6676,46.5186
-89.2985,48.3496
-89.2718,48.3564
-89.2607,48.3504
-88.7011,48.5669
-89.2746,48.3591
-89.4583,48.529
-89.2985,48.3496
-89.2461,48.3237
-90.2531,48.6529
-88.8909,50.2912
-89.7982,48.5761
-89.227,48.5364
