longitude,latitude,Province,City / Town
-85.2995,48.8884,Ontario,Hornepayne
-90.1729,49.9386,Ontario,Thunder Bay
-80.1182,47.0657,Ontario,Temiskaming Shores
-87.7174,50.7165,Ontario,Greenstone
-94.7861,50.9559,Ontario,Red Lake
-78.0611,46.1718,Ontario,Deep River
-89.8631,50.2409,Ontario,Thunder Bay
-79.3523,46.3157,Ontario,North Bay
-93.9786,52.8177,Ontario,Red Lake
-76.8555,45.155,Ontario,Renfrew
-77.7991,45.9971,Ontario,Deep River
-92.0106,50.442,Ontario,Dryden
-80.0502,47.6321,Ontario,Englehart
-90.2291,51.2308,Ontario,Atikokan
-80.6878,46.5098,Ontario,Greater Sudbury
-90.1919,51.4871,Ontario,Dryden
-80.5796,46.0037,Ontario,Greater Sudbury
-80.0002,48.1562,Ontario,Kirkland Lake
-77.2657,44.8154,Ontario,Bancroft
-80.7086,46.2723,Ontario,Greater Sudbury
-94.6859,50.7038,Ontario,Red Lake
-93.8501,50.1427,Ontario,Ear Falls
-93.9027,50.1846,Ontario,Ear Falls
-80.7869,46.4966,Ontario,Greater Sudbury
-81.4143,46.055,Ontario,Espanola
-93.2093,49.194,Ontario,Fort Frances
-80.744,51.7957,Ontario,Kapuskasing
-83.1856,49.0017,Ontario,Hearst
-91.1478,49.2639,Ontario,Atikokan
-81.8858,46.199,Ontario,Espanola
-76.8543,45.3134,Ontario,Renfrew
-79.1866,46.3015,Ontario,North Bay
-93.7102,51.5456,Ontario,Red Lake
-93.8282,50.0862,Ontario,Ear Falls
-83.8268,47.2627,Ontario,Sault Ste. Marie
-79.9803,46.4913,Ontario,North Bay
-80.322,47.1958,Ontario,Temiskaming Shores
-92.5125,51.3463,Ontario,Ear Falls
-91.2604,48.2832,Ontario,Atikokan
-88.8086,48.9758,Ontario,Thunder Bay
-77.7218,46.0278,Ontario,Deep River
-88.621,53.5281,Ontario,Greenstone
-79.9714,46.961,Ontario,Temiskaming Shores
-92.2267,50.1092,Ontario,Dryden
-82.3755,52.9334,Ontario,Hearst
-80.1155,46.1919,Ontario,North Bay
-84.8448,48.4201,Ontario,Hornepayne
-81.3082,46.958,Ontario,Rayside-Balfour
-79.7696,47.3361,Ontario,Temiskaming Shores
-81.3317,47.1586,Ontario,Rayside-Balfour
-79.7716,47.2515,Ontario,Temiskaming Shores
-77.6083,45.9234,Ontario,Deep River
-80.8337,46.5335,Ontario,Greater Sudbury
-91.4313,48.3361,Ontario,Atikokan
-79.9698,45.8018,Ontario,Parry Sound
-92.5837,50.4482,Ontario,Ear Falls
-82.1499,50.5601,Ontario,Kapuskasing
-91.8308,51.7245,Ontario,Ear Falls
-78.3179,44.6821,Ontario,Peterborough
-90.0145,50.1101,Ontario,Thunder Bay
-80.4954,47.0158,Ontario,Greater Sudbury
-78.337,46.1192,Ontario,Mattawa
-80.3174,45.583,Ontario,Parry Sound
-79.6642,46.0435,Ontario,Powassan
-80.5563,47.1258,Ontario,Greater Sudbury
-82.6083,46.7032,Ontario,Elliot Lake
-78.1172,46.1409,Ontario,Mattawa
-87.7142,56.083,Ontario,Greenstone
-80.6025,47.9943,Ontario,Kirkland Lake
-77.674,46.1621,Ontario,Deep River
-79.7074,45.8541,Ontario,South River
-80.6006,47.1989,Ontario,Greater Sudbury
-84.2444,48.9714,Ontario,Hornepayne
-84.5344,47.3962,Ontario,Sault Ste. Marie
-87.1501,50.4848,Ontario,Greenstone
-92.3384,50.2636,Ontario,Dryden
-87.7792,50.3384,Ontario,Greenstone
-94.042,50.1474,Ontario,Red Lake
-82.0723,46.9831,Ontario,Espanola
-81.1855,46.4534,Ontario,Rayside-Balfour
-92.4758,50.0205,Ontario,Dryden
-81.4918,46.916,Ontario,Rayside-Balfour
-80.9628,46.5499,Ontario,Greater Sudbury
-90.608,50.2984,Ontario,Atikokan
-90.1011,49.7407,Ontario,Thunder Bay
-87.1941,50.5783,Ontario,Greenstone
-81.0526,46.3888,Ontario,Greater Sudbury
-94.0856,52.6469,Ontario,Red Lake
-78.012,45.5702,Ontario,Bancroft
-80.7785,46.3193,Ontario,Greater Sudbury
-79.3173,46.3998,Ontario,North Bay
-90.2128,51.216,Ontario,Atikokan
-93.9819,51.8404,Ontario,Red Lake
-91.5794,50.3098,Ontario,Dryden
-93.9899,51.808,Ontario,Red Lake
-86.5402,50.2942,Ontario,Greenstone
-94.8743,51.0229,Ontario,Red Lake
-81.3635,47.1756,Ontario,Rayside-Balfour
-94.8944,50.8166,Ontario,Red Lake
-80.0623,46.7224,Ontario,North Bay
-80.4046,45.8193,Ontario,Parry Sound
-89.8941,49.1228,Ontario,Thunder Bay
-89.0508,50.1061,Ontario,Thunder Bay
-84.2977,47.515,Ontario,Sault Ste. Marie
-85.9191,48.6881,Ontario,Marathon
-84.7132,47.705,Ontario,Sault Ste. Marie
-89.2562,48.8087,Ontario,Thunder Bay
-93.2964,49.5401,Ontario,Dryden
-86.7419,48.8026,Ontario,Marathon
-80.5885,48.7464,Ontario,Iroquois Falls
-84.044,48.2439,Ontario,Hornepayne
-81.2511,50.4019,Ontario,Kapuskasing
-80.4991,51.2527,Ontario,Iroquois Falls
-81.01,48.139,Ontario,Timmins
-90.6584,49.6121,Ontario,Atikokan
-79.2241,45.9817,Ontario,Powassan
-79.142,45.966,Ontario,Powassan
-82.0618,46.9202,Ontario,Espanola
-81.9853,47.046,Ontario,Espanola
-80.5752,46.739,Ontario,Greater Sudbury
-78.9379,44.6356,Ontario,Orillia
-80.4143,46.732,Ontario,Greater Sudbury
-77.2071,45.6915,Ontario,Pembroke
-92.1296,50.2505,Ontario,Dryden
-94.2768,52.1055,Ontario,Red Lake
-84.2524,46.7751,Ontario,Sault Ste. Marie
-83.4362,46.3502,Ontario,Thessalon
-87.9302,51.5873,Ontario,Greenstone
-80.0771,47.0852,Ontario,Temiskaming Shores
-90.6488,51.1177,Ontario,Dryden
-81.1692,47.8977,Ontario,Timmins
-79.9961,47.5389,Ontario,Temiskaming Shores
-81.2262,48.082,Ontario,Timmins
-81.1581,49.0727,Ontario,Iroquois Falls
-80.8697,48.8748,Ontario,Iroquois Falls
-80.5033,46.1537,Ontario,Greater Sudbury
-82.6102,47.0731,Ontario,Elliot Lake
-93.8496,51.8289,Ontario,Red Lake
-77.6138,45.8467,Ontario,Deep River
-93.0108,51.5721,Ontario,Ear Falls
-76.973,45.0216,Ontario,Renfrew
-79.9379,45.1777,Ontario,Parry Sound
-84.2188,46.9696,Ontario,Sault Ste. Marie
-79.9191,47.2089,Ontario,Temiskaming Shores
-80.9809,47.0367,Ontario,Rayside-Balfour
-80.265,47.2125,Ontario,Temiskaming Shores
-80.4812,46.9851,Ontario,Greater Sudbury
-87.3638,52.948,Ontario,Greenstone
-92.3285,53.5867,Ontario,Red Lake
-77.5796,45.8601,Ontario,Deep River
-84.7172,47.4585,Ontario,Sault Ste. Marie
-77.2065,44.8886,Ontario,Bancroft
-80.3905,45.5798,Ontario,Parry Sound
-82.4443,47.7052,Ontario,Elliot Lake
-93.6318,51.9219,Ontario,Red Lake
-81.9673,52.175,Ontario,Kapuskasing
-81.8962,47.5398,Ontario,Timmins
-93.7261,51.095,Ontario,Red Lake
-76.8318,45.2508,Ontario,Renfrew
-80.8632,46.2114,Ontario,Greater Sudbury
-83.3751,47.7724,Ontario,Thessalon
-81.4091,46.0568,Ontario,Espanola
-92.6447,49.8287,Ontario,Dryden
-90.8685,49.2375,Ontario,Atikokan
-86.0358,49.2612,Ontario,Marathon
-84.3414,48.2485,Ontario,Hornepayne
-85.2227,48.1648,Ontario,Hornepayne
-81.1122,46.287,Ontario,Greater Sudbury
-75.2338,44.9421,Ontario,Norfolk
-84.2076,48.5783,Ontario,Hornepayne
-89.2839,49.4766,Ontario,Thunder Bay
-90.5326,50.993,Ontario,Atikokan
-82.6771,46.3036,Ontario,Elliot Lake
-88.0957,51.2046,Ontario,Greenstone
-80.7322,46.4803,Ontario,Greater Sudbury
-80.4821,46.753,Ontario,Greater Sudbury
-80.8858,46.5768,Ontario,Greater Sudbury
-93.323,48.744,Ontario,Fort Frances
-79.2125,45.9824,Ontario,Powassan
-93.96,49.8289,Ontario,Ear Falls
-81.8439,47.9226,Ontario,Timmins
-93.1722,50.3795,Ontario,Ear Falls
-81.2222,49.0981,Ontario,Iroquois Falls
-82.689,46.8578,Ontario,Elliot Lake
-80.2951,45.7242,Ontario,Parry Sound
-79.8018,47.3175,Ontario,Temiskaming Shores
-92.2505,49.6037,Ontario,Dryden
-91.9139,49.9276,Ontario,Dryden
-94.4802,50.783,Ontario,Red Lake
-93.1524,49.4568,Ontario,Dryden
-93.2218,48.9196,Ontario,Fort Frances
-93.2423,49.4998,Ontario,Dryden
-81.9258,50.6521,Ontario,Kapuskasing
-91.3301,49.4826,Ontario,Atikokan
-93.3178,49.8495,Ontario,Dryden
-92.173,48.5336,Ontario,Atikokan
-83.4218,46.5242,Ontario,Thessalon
-76.9736,45.2214,Ontario,Renfrew
-94.3912,49.9783,Ontario,Red Lake
-89.041,50.3033,Ontario,Thunder Bay
-77.2581,45.8426,Ontario,Petawawa
-84.0653,48.2773,Ontario,Hornepayne
-79.6657,47.2575,Ontario,Temiskaming Shores
-89.6254,50.4075,Ontario,Thunder Bay
-87.543,52.6389,Ontario,Greenstone
-88.0201,49.778,Ontario,Greenstone
-79.6712,46.7158,Ontario,North Bay
-79.9805,46.4814,Ontario,North Bay
-80.2387,46.6544,Ontario,Greater Sudbury
-78.1611,44.7501,Ontario,Bancroft
-81.3076,46.4019,Ontario,Rayside-Balfour
-90.9369,50.4855,Ontario,Atikokan
-80.942,46.4644,Ontario,Greater Sudbury
-82.353,48.2461,Ontario,Timmins
-79.9452,47.3603,Ontario,Temiskaming Shores
-83.5578,47.8495,Ontario,Sault Ste. Marie
-78.6322,45.7549,Ontario,Mattawa
-82.3054,47.0518,Ontario,Elliot Lake
-82.6281,48.3415,Ontario,Kapuskasing
-93.9929,51.8115,Ontario,Red Lake
-79.2858,45.2355,Ontario,Huntsville
-79.8167,46.5842,Ontario,North Bay
-81.7536,46.5753,Ontario,Espanola
-78.9523,44.7277,Ontario,Gravenhurst
-87.6725,50.7437,Ontario,Greenstone
-77.0746,45.0225,Ontario,Renfrew
-80.345,46.3959,Ontario,Greater Sudbury
-80.1426,46.5314,Ontario,North Bay
-76.608,45.2677,Ontario,Renfrew
-80.1627,45.6387,Ontario,Parry Sound
-78.8159,45.592,Ontario,Huntsville
-87.7653,56.0753,Ontario,Greenstone
-87.2089,50.3894,Ontario,Greenstone
-93.9842,51.8134,Ontario,Red Lake
-91.9263,50.1229,Ontario,Dryden
-84.5647,48.0015,Ontario,Hornepayne
-80.5555,46.7443,Ontario,Greater Sudbury
-93.698,50.2696,Ontario,Ear Falls
-91.3849,50.3298,Ontario,Dryden
-86.8488,49.0403,Ontario,Marathon
-89.2175,48.3011,Ontario,Thunder Bay
-84.7078,48.1907,Ontario,Hornepayne
-80.2445,45.8508,Ontario,Parry Sound
-87.7865,51.6243,Ontario,Greenstone
-91.3795,48.9867,Ontario,Atikokan
-88.0522,50.7994,Ontario,Greenstone
-90.7997,49.0536,Ontario,Atikokan
-89.7678,50.218,Ontario,Thunder Bay
-94.8378,51.5406,Ontario,Red Lake
-79.1662,46.3291,Ontario,North Bay
-77.4968,45.7359,Ontario,Petawawa
-76.6903,44.6859,Ontario,Perth
-80.9238,46.4598,Ontario,Greater Sudbury
-82.9003,47.5978,Ontario,Elliot Lake
-77.9909,46.1057,Ontario,Deep River
-93.9862,50.1569,Ontario,Red Lake
-81.1444,46.5011,Ontario,Rayside-Balfour
-80.7638,46.1167,Ontario,Greater Sudbury
-89.2348,48.5419,Ontario,Thunder Bay
-83.1833,46.5254,Ontario,Thessalon
-79.7756,48.1027,Ontario,Kirkland Lake
-90.0764,50.2421,Ontario,Thunder Bay
-83.2442,48.386,Ontario,Kapuskasing
-81.9194,52.1907,Ontario,Kapuskasing
-78.8892,45.1407,Ontario,Huntsville
-78.8256,45.2421,Ontario,Huntsville
-93.6876,49.8353,Ontario,Ear Falls
-83.6144,49.645,Ontario,Hearst
-88.6823,48.8365,Ontario,Thunder Bay
-87.4503,48.981,Ontario,Greenstone
-85.2956,49.5621,Ontario,Hornepayne
-83.5886,46.4656,Ontario,Thessalon
-90.1988,51.4693,Ontario,Dryden
-82.1934,49.3077,Ontario,Kapuskasing
-86.4652,50.2174,Ontario,Greenstone
-81.1044,46.2699,Ontario,Greater Sudbury
-82.5012,46.2826,Ontario,Elliot Lake
-88.548,48.4596,Ontario,Thunder Bay
-88.1654,51.471,Ontario,Greenstone
-80.8133,46.3832,Ontario,Greater Sudbury
-81.5792,48.1924,Ontario,Timmins
-81.0964,49.0152,Ontario,Iroquois Falls
-81.2745,46.2813,Ontario,Rayside-Balfour
-79.1648,44.8367,Ontario,Gravenhurst
-82.1073,46.8982,Ontario,Espanola
-81.6289,46.1728,Ontario,Espanola
-90.2654,50.5903,Ontario,Atikokan
-79.9743,46.88,Ontario,Temiskaming Shores
-79.7664,46.5585,Ontario,North Bay
-93.4096,53.0647,Ontario,Red Lake
-87.3567,52.9866,Ontario,Greenstone
-89.2725,48.3558,Ontario,Thunder Bay
-77.2166,44.9779,Ontario,Bancroft
-87.8581,48.931,Ontario,Greenstone
-90.1192,50.4402,Ontario,Thunder Bay
-81.4712,46.0575,Ontario,Espanola
-76.5582,45.2648,Ontario,Renfrew
-80.5593,47.7179,Ontario,Kirkland Lake
-81.8772,47.1125,Ontario,Rayside-Balfour
-82.3878,46.6233,Ontario,Elliot Lake
-82.0991,48.1535,Ontario,Timmins
-93.9641,51.8208,Ontario,Red Lake
-78.3823,45.6801,Ontario,Mattawa
-78.7198,46.3147,Ontario,Mattawa
-92.0719,51.3328,Ontario,Ear Falls
-81.7431,47.4257,Ontario,Rayside-Balfour
-91.7583,51.5187,Ontario,Ear Falls
-80.0633,46.9681,Ontario,Temiskaming Shores
-80.1858,46.7774,Ontario,Greater Sudbury
-81.3107,46.0266,Ontario,Espanola
-79.4792,44.8134,Ontario,Gravenhurst
-79.6105,45.3975,Ontario,Huntsville
-80.3944,45.8085,Ontario,Parry Sound
-90.536,52.262,Ontario,Ear Falls
-80.1263,48.0133,Ontario,Kirkland Lake
-88.3783,50.9821,Ontario,Greenstone
-93.3203,50.6508,Ontario,Ear Falls
-90.1385,48.9364,Ontario,Thunder Bay
-92.6026,49.1926,Ontario,Dryden
-81.2158,46.8628,Ontario,Rayside-Balfour
-81.2604,48.4778,Ontario,Timmins
-87.9433,50.3974,Ontario,Greenstone
-80.0767,49.6457,Ontario,Iroquois Falls
-81.3473,46.9111,Ontario,Rayside-Balfour
-85.1732,49.0979,Ontario,Hornepayne
-81.1716,46.16,Ontario,Greater Sudbury
-81.8382,46.8996,Ontario,Espanola
-80.0795,47.096,Ontario,Temiskaming Shores
-87.0803,49.2167,Ontario,Greenstone
-80.4539,46.9571,Ontario,Greater Sudbury
-80.2852,45.8933,Ontario,Parry Sound
-79.9144,47.1818,Ontario,Temiskaming Shores
-77.232,45.7036,Ontario,Pembroke
-94.1985,51.5246,Ontario,Red Lake
-76.6242,45.344,Ontario,Renfrew
-91.7389,50.7029,Ontario,Dryden
-79.3037,42.9147,Ontario,Port Colborne
-78.8194,44.8213,Ontario,Bracebridge
-88.1304,49.4423,Ontario,Greenstone
-81.653,52.2851,Ontario,Kapuskasing
-87.8677,51.5599,Ontario,Greenstone
-82.6217,46.9739,Ontario,Elliot Lake
-93.5346,50.0816,Ontario,Ear Falls
-78.9429,45.1677,Ontario,Huntsville
-93.2095,51.4775,Ontario,Red Lake
-87.3653,52.9444,Ontario,Greenstone
-80.8638,48.0471,Ontario,Timmins
-80.7921,46.4975,Ontario,Greater Sudbury
-85.6519,48.5683,Ontario,Marathon
-81.2658,46.3597,Ontario,Rayside-Balfour
-81.342,46.0751,Ontario,Espanola
-86.5958,52.1504,Ontario,Greenstone
-90.2554,50.0081,Ontario,Atikokan
-91.6254,50.4678,Ontario,Dryden
-76.7309,44.8212,Ontario,Perth
-89.628,48.3383,Ontario,Neebing
-80.9245,47.7826,Ontario,Timmins
-83.1349,49.0629,Ontario,Kapuskasing
-80.0973,47.0593,Ontario,Temiskaming Shores
-84.0766,48.2853,Ontario,Hornepayne
-81.4926,46.5776,Ontario,Rayside-Balfour
-80.1983,47.3444,Ontario,Temiskaming Shores
-86.8953,49.6853,Ontario,Greenstone
-80.3914,46.4358,Ontario,Greater Sudbury
-83.6344,48.2266,Ontario,Hearst
-81.887,46.2737,Ontario,Espanola
-81.1631,46.8035,Ontario,Rayside-Balfour
-90.6989,49.1029,Ontario,Atikokan
-87.3597,52.9857,Ontario,Greenstone
-94.332,51.997,Ontario,Red Lake
-83.6742,48.1625,Ontario,Hearst
-86.5895,48.7815,Ontario,Marathon
-82.9794,47.5091,Ontario,Elliot Lake
-82.9464,46.8689,Ontario,Elliot Lake
-81.6651,52.2095,Ontario,Kapuskasing
-81.3486,49.0992,Ontario,Timmins
-81.1227,46.3005,Ontario,Greater Sudbury
-81.2158,46.8763,Ontario,Rayside-Balfour
-81.2307,46.366,Ontario,Rayside-Balfour
-82.7986,46.6824,Ontario,Elliot Lake
-82.0477,47.1372,Ontario,Espanola
-90.0235,51.5954,Ontario,Atikokan
-89.546,53.8563,Ontario,Greenstone
-80.9139,46.9404,Ontario,Rayside-Balfour
-80.8543,47.1176,Ontario,Rayside-Balfour
-85.8115,53.2195,Ontario,Greenstone
-82.062,47.3278,Ontario,Elliot Lake
-80.6962,46.868,Ontario,Greater Sudbury
-81.9129,46.737,Ontario,Espanola
-83.4983,46.8834,Ontario,Thessalon
-77.5551,46.1127,Ontario,Deep River
-81.8279,46.8285,Ontario,Espanola
-79.4969,44.8118,Ontario,Gravenhurst
-83.227,48.8569,Ontario,Hearst
-92.9322,49.0709,Ontario,Fort Frances
-82.7772,47.0652,Ontario,Elliot Lake
-88.9351,50.0101,Ontario,Thunder Bay
-81.0058,45.9532,Ontario,Greater Sudbury
-81.5206,46.366,Ontario,Espanola
-88.124,50.0657,Ontario,Greenstone
-80.6009,46.4502,Ontario,Greater Sudbury
-80.84,46.6146,Ontario,Greater Sudbury
-84.8754,48.5296,Ontario,Hornepayne
-90.7154,51.3888,Ontario,Dryden
-93.3724,50.4393,Ontario,Ear Falls
-78.351,45.0898,Ontario,Bancroft
-79.5666,45.2124,Ontario,Bracebridge
-90.1056,50.4308,Ontario,Thunder Bay
-80.5296,46.5642,Ontario,Greater Sudbury
-79.9766,46.4814,Ontario,North Bay
-87.693,50.7922,Ontario,Greenstone
-84.1351,48.3479,Ontario,Hornepayne
-89.7181,50.7715,Ontario,Thunder Bay
-91.5807,48.5917,Ontario,Atikokan
-80.0559,45.6585,Ontario,Parry Sound
-80.7152,46.5045,Ontario,Greater Sudbury
-93.9694,51.8001,Ontario,Red Lake
-88.6061,53.5337,Ontario,Greenstone
-85.6912,48.6731,Ontario,Marathon
-84.3046,46.6225,Ontario,Sault Ste. Marie
-81.7151,48.2888,Ontario,Timmins
-76.8404,45.0409,Ontario,Renfrew
-91.8154,50.7577,Ontario,Dryden
-77.1794,45.4067,Ontario,Pembroke
-78.3619,45.6787,Ontario,Mattawa
-84.7041,49.4053,Ontario,Hornepayne
-93.5017,50.0125,Ontario,Ear Falls
-80.1071,45.6635,Ontario,Parry Sound
-76.7819,44.5863,Ontario,Skatepark
-81.9089,46.342,Ontario,Espanola
-82.642,46.3914,Ontario,Elliot Lake
-80.4199,46.453,Ontario,Greater Sudbury
-76.7949,45.1299,Ontario,Renfrew
-84.0464,48.2485,Ontario,Hornepayne
-93.9464,49.9144,Ontario,Ear Falls
-92.703,49.1569,Ontario,Dryden
-87.7708,49.7322,Ontario,Greenstone
-83.6215,47.2019,Ontario,Thessalon
-81.9971,46.9712,Ontario,Espanola
-88.0382,50.8742,Ontario,Greenstone
-80.8467,46.5489,Ontario,Greater Sudbury
-80.56,45.8695,Ontario,Parry Sound
-80.272,45.7195,Ontario,Parry Sound
-87.3611,52.9767,Ontario,Greenstone
-87.7006,48.9015,Ontario,Greenstone
-80.889,46.9197,Ontario,Greater Sudbury
-90.1746,50.4793,Ontario,Atikokan
-90.3718,50.6845,Ontario,Atikokan
-80.6876,47.4448,Ontario,Englehart
-81.1058,46.3293,Ontario,Greater Sudbury
-81.5123,48.4977,Ontario,Timmins
-85.3966,49.3072,Ontario,Hornepayne
-80.8113,46.9835,Ontario,Greater Sudbury
-93.9564,51.8038,Ontario,Red Lake
-82.759,47.5118,Ontario,Elliot Lake
-80.2088,46.638,Ontario,Greater Sudbury
-83.646,46.3617,Ontario,Thessalon
-92.9516,51.5918,Ontario,Ear Falls
-77.0784,45.0233,Ontario,Renfrew
-79.4624,46.4666,Ontario,North Bay
-78.7775,45.1349,Ontario,Huntsville
-80.0933,47.2158,Ontario,Temiskaming Shores
-80.2194,45.4402,Ontario,Parry Sound
-80.3733,47.1025,Ontario,Temiskaming Shores
-78.819,44.7793,Ontario,Omemee
-79.863,45.7999,Ontario,South River
-80.8109,45.9467,Ontario,Greater Sudbury
-80.5857,45.8777,Ontario,Greater Sudbury
-80.9202,46.197,Ontario,Greater Sudbury
-80.6167,46.0515,Ontario,Greater Sudbury
-90.7862,50.6347,Ontario,Atikokan
-83.4868,47.6234,Ontario,Thessalon
-90.3027,51.0742,Ontario,Atikokan
-92.3809,50.0165,Ontario,Dryden
-84.0736,47.532,Ontario,Sault Ste. Marie
-80.9141,46.8054,Ontario,Greater Sudbury
-78.5132,45.8559,Ontario,Mattawa
-94.7609,50.0938,Ontario,Red Lake
-91.4289,48.9388,Ontario,Atikokan
-87.3162,50.6697,Ontario,Greenstone
-80.2981,45.8961,Ontario,Parry Sound
-84.5654,48.8905,Ontario,Hornepayne
-86.5264,48.9755,Ontario,Marathon
-85.2358,48.1758,Ontario,Hornepayne
-84.8294,47.8917,Ontario,Hornepayne
-93.131,49.6924,Ontario,Dryden
-87.5574,52.8402,Ontario,Greenstone
-78.5833,45.5756,Ontario,Huntsville
-92.8337,51.0558,Ontario,Ear Falls
-80.5144,45.7685,Ontario,Parry Sound
-81.3701,46.606,Ontario,Rayside-Balfour
-77.2323,45.7117,Ontario,Pembroke
-80.7454,46.4587,Ontario,Greater Sudbury
-79.4242,46.0305,Ontario,Powassan
-77.2947,44.9715,Ontario,Bancroft
-94.0071,50.1505,Ontario,Red Lake
-78.457,45.9023,Ontario,Mattawa
-80.5226,47.2049,Ontario,Greater Sudbury
-89.8158,48.2916,Ontario,Neebing
-86.9558,50.2286,Ontario,Greenstone
-90.2305,51.2308,Ontario,Atikokan
-79.9774,48.156,Ontario,Kirkland Lake
-82.9149,49.5363,Ontario,Kapuskasing
-81.1156,49.0547,Ontario,Iroquois Falls
-83.8423,48.0659,Ontario,Hornepayne
-93.2571,49.1579,Ontario,Fort Frances
-93.6104,51.8465,Ontario,Red Lake
-88.3969,48.619,Ontario,Thunder Bay
-89.3198,48.6823,Ontario,Thunder Bay
-86.4419,49.6939,Ontario,Greenstone
-81.8654,46.5448,Ontario,Espanola
-85.8466,49.1228,Ontario,Marathon
-85.8937,51.6397,Ontario,Greenstone
-89.2628,48.3506,Ontario,Thunder Bay
-84.4162,47.2649,Ontario,Sault Ste. Marie
-79.6418,48.4872,Ontario,Kirkland Lake
-92.8374,49.9946,Ontario,Dryden
-80.6754,45.9563,Ontario,Greater Sudbury
-81.0373,50.475,Ontario,Iroquois Falls
-80.3026,46.3551,Ontario,Greater Sudbury
-79.5628,44.8082,Ontario,Gravenhurst
-83.5608,48.4235,Ontario,Hearst
-84.3211,47.3428,Ontario,Sault Ste. Marie
-81.5105,47.0869,Ontario,Rayside-Balfour
-88.4358,50.9077,Ontario,Greenstone
-80.1352,46.8337,Ontario,Temiskaming Shores
-80.8306,46.6973,Ontario,Greater Sudbury
-80.1859,46.7729,Ontario,North Bay
-80.9615,46.5373,Ontario,Greater Sudbury
-91.3217,50.2092,Ontario,Atikokan
-90.0954,50.3676,Ontario,Thunder Bay
-76.5753,44.7748,Ontario,Perth
-80.366,46.6057,Ontario,Greater Sudbury
-80.6085,45.9282,Ontario,Greater Sudbury
-82.8556,46.8183,Ontario,Elliot Lake
-81.2479,48.1189,Ontario,Timmins
-93.0048,49.7573,Ontario,Dryden
-82.6352,48.4359,Ontario,Kapuskasing
-80.6479,46.4296,Ontario,Greater Sudbury
-76.5834,45.3445,Ontario,Renfrew
-81.5181,47.3262,Ontario,Rayside-Balfour
-81.4362,48.1453,Ontario,Timmins
-83.0297,46.881,Ontario,Elliot Lake
-87.7191,50.6436,Ontario,Greenstone
-94.2312,50.0503,Ontario,Red Lake
-80.2134,46.6858,Ontario,Greater Sudbury
-81.1374,45.9639,Ontario,Greater Sudbury
-82.2518,47.0128,Ontario,Elliot Lake
-86.1663,51.7498,Ontario,Greenstone
-81.92,46.6128,Ontario,Espanola
-81.6797,52.2094,Ontario,Kapuskasing
-92.9842,53.2551,Ontario,Red Lake
-84.6528,49.469,Ontario,Hornepayne
-93.8321,50.6339,Ontario,Red Lake
-88.7341,48.6405,Ontario,Thunder Bay
-79.4766,46.4263,Ontario,North Bay
-93.9796,51.8027,Ontario,Red Lake
-79.3308,46.1705,Ontario,Powassan
-85.9071,51.6263,Ontario,Greenstone
-78.8812,45.4943,Ontario,Huntsville
-93.1147,48.6769,Ontario,Fort Frances
-84.6995,49.4438,Ontario,Hornepayne
-85.9133,50.201,Ontario,Greenstone
-85.109,48.2215,Ontario,Hornepayne
-83.7983,47.7971,Ontario,Sault Ste. Marie
-81.9141,48.1083,Ontario,Timmins
-88.1874,51.0391,Ontario,Greenstone
-81.0138,47.1222,Ontario,Rayside-Balfour
-79.1706,45.448,Ontario,Huntsville
-81.1829,47.2228,Ontario,Rayside-Balfour
-94.1623,51.9143,Ontario,Red Lake
-77.3912,45.7931,Ontario,Petawawa
-93.2425,48.6929,Ontario,Fort Frances
-81.1765,46.88,Ontario,Rayside-Balfour
-83.6697,46.4476,Ontario,Thessalon
-80.5498,46.4806,Ontario,Greater Sudbury
-94.8887,50.7097,Ontario,Red Lake
-83.9862,47.5282,Ontario,Sault Ste. Marie
-85.0948,48.4228,Ontario,Hornepayne
-93.4218,50.1298,Ontario,Ear Falls
-80.4088,46.0281,Ontario,Greater Sudbury
-77.0212,45.2359,Ontario,Renfrew
-80.7856,46.4894,Ontario,Greater Sudbury
-84.0914,46.5551,Ontario,Sault Ste. Marie
-92.7958,48.6084,Ontario,Fort Frances
-81.7738,47.9771,Ontario,Timmins
-85.6161,48.0406,Ontario,Marathon
-78.175,45.3601,Ontario,Bancroft
-82.7776,47.2749,Ontario,Elliot Lake
-78.4086,45.8346,Ontario,Mattawa
-92.6353,49.4194,Ontario,Dryden
-81.2816,46.3938,Ontario,Rayside-Balfour
-76.8448,45.2191,Ontario,Renfrew
-80.8514,46.2384,Ontario,Greater Sudbury
-91.9297,49.3988,Ontario,Atikokan
-82.0777,48.2194,Ontario,Timmins
-79.7806,47.1436,Ontario,Temiskaming Shores
-82.9006,46.6088,Ontario,Elliot Lake
-80.0273,46.8517,Ontario,Temiskaming Shores
-89.6972,49.4856,Ontario,Thunder Bay
-77.901,46.1926,Ontario,Deep River
-81.8198,47.3235,Ontario,Rayside-Balfour
-77.5088,45.084,Ontario,Bancroft
-79.15,45.8815,Ontario,South River
-79.7201,46.4176,Ontario,North Bay
-82.6173,47.0469,Ontario,Elliot Lake
-77.0473,44.8249,Ontario,Skatepark
-90.4614,49.0322,Ontario,Atikokan
-90.2303,51.2335,Ontario,Atikokan
-87.3612,52.9866,Ontario,Greenstone
-89.9911,50.3807,Ontario,Thunder Bay
-87.0742,48.8308,Ontario,Marathon
-82.7328,47.4807,Ontario,Elliot Lake
